,tweet,sentiment
10528,"""\""""@ranasamaha9t زغروطة لـ\""""رنا سماحة\"""" عقب فوز شاهين بلقب ستار أكاديمي: زغروطة لـ\""""رنا سماحة.. http://t.co/ZNF7m8oxg9 http://t.co/XcdLqKcbyS",neutral
10529,ملعــون آبو الآحتياج ..,negative
10530,@IbrahimsaidAdاميلك اية على الفيس بوك ياكابتن .وانت حاليا بتلعب فى نادى اية,neutral
10531,تعرف على WhatsApp Messenger لهاتفك الذكي وقم بتنزيله اليوم من https://t.co/9wlm8HK7Ad,neutral
10532,@abca555 انا عيز اتعرف عليكي,positive
10533,الكفن ملوش جيوب يتحط فيها الفلوس,negative
10534,@rana_hassan1 امتحانى بكره :)  بس كده,neutral
10535,@GhadaAbdelRazek  كـــل عـــام وحــبــك الأجـمـــل يا مضـــوي شمعــة ســنيــني كـــل عــام وأنــت الأول فــي حــياتـي وقـــلبي وعــيني,positive
10536,شغل بيض احا نيك يا نادى معرض مليان  ......,negative
10537,@FahadshalabiJcf  http://t.co/6wVxib18Ke  موقع تعليمي للاطفال http://t.co/L03p0dcJZ9,neutral
10538,و يوم ما حبها .. حبها من ضحكتها ♥,positive
10539,اليووم كلنا حمام .. new experience,positive
10540,واهي خلصت الحكاية .. بالخير افتكرها,positive
10541,كاستيلو المنتزه بقا خره نيك,negative
10542,@badorh666 اهم شئ ...الطاعة .....,positive
10543,ايووووووووه بقى يا مينوووو وحشتنااااا #مينا_فخر_العرب #MinaAtta http://t.co/yYQoMrOh9b,positive
10544,العشرى جون #الزمالك الاول جول واحمد الله لانها لم يحتسب كاد انا يغير الناتيجه  احا نعملكوا ايه تانى يا ولاد المره  عوزين حكم من الصين حكم مع,negative
10545,@AsmaaElwasek ازاي اسماء,neutral
10546,#علمتني_الحياه أن الذين يعيشون على الأرض ليسوا ملائكة بل بشر قد يصيبوا وقد يخطئوا فلا يجوز أن أحكم على شخص من موقف واحد تعاملت معه فيه,positive
10547,#ميري_كرسمس كل سنة وانتم طيبين http://t.co/nEn1tHSrpw,positive
10548,و انتهى مشوار الخواجة,negative
10549,مش عارف ابتدى مذاكره منين :/,negative
10550,@mskhafagi  إختصروا الطريق بدلا من إختيار المنصف ثم الانقلاب عليه يبدو أن  الدولة العميقة ضاربة بجذورها فى دول العالم النامى كله,negative
10551,إذ خانت المرأة فهي تبحث عن الإهتمام .. و إذ خان الرجل فهو يبحث عن عاهرة,negative
10552,يا حبيبتي البعد ناار قلبي داب من الانتظار ♡,positive
10553,"""""""يا سامحك الله، من علّمك أن تكون خيبة؟""""""""",negative
10554,خى مالها قفلت من كل حتة كده لييه !,negative
10555,الناس اللى حضرت حفلات البرلمان القديم ياريت ما يحضروش الحفلة اللى جاية وخاصة ان مفيهاش رقص المرة دى .,negative
10556,@aaaahmad21  ربنا يحميك انتا وزكرياااااا .... بس تعالا هنا مش تباركلي ^^ ...^^,positive
10557,@ameerakitty @walidasamra أما نظم العدالة الإجتماعية فتبعث على الإطمئنان والفضيلة .. يعني كل المشاكل الموجودة الان لم تكن موجودة أيام ناصر,positive
10558,"""\""""هذه الدنيا كتاب أنت فيه الفكر.\"""" ده كلام أغنية رومانسية ﻷم كلثوم و ده دليل علی إننا دلوقتي عايشين في بلاعة مجاري فكرية كبيرة و الله.",negative
10559,و تشجيني معانيها و ارددها و اغنيها و أنا سهـــــــــران و يجي النوم يناديني الاقي الشوق يصحيني على الحرمــــــــــــــان,positive
10560,@khalednegm شكرا يادكتور,positive
10561,@OmarSaber_ عنلأبوأم الجنتله يا عم ..,negative
10562,احناا محدش يعلة عليناا..بس كدة وصلت..شكراا,negative
10563,فعلا يا عفيفي انت ديما بتنسينا الهم والقرف بفيديو يجيب من الاخر #باصي_لعفيفي,positive
10564,@aaaahmad21  لا ده اسمه علي اسم الغالي اسمه احمد **,positive
10565,@aaaahmad21  ها ايه رايك اقوله ايه بقا .. انا بقول مودي حلو ^^,positive
10566,"""""""@HHesho لأ بن الصرمة دا لسه فى الفيلدز ، Euler in ODE :D بس non linear وحاجه بلاعات خالص""""""""",negative
10567,م انا هفضل ابني سفينتي حتي  و لو شربتو البحر,positive
10568,"""واية يعني تروح متجيش؟ وايه يعني هواها مفيش .\""""",negative
10569,نفسي كده في فلورز كتييييير #حرب_الفولورز_برعاية_سيزار_وترمس_افندي,positive
10570,انت اخويا الكبير  و اخويا فالدم ياعم @adeleissa1,positive
10571,"""""""حين أموت لا تحزنوا  فإنه مجرد وقت وتنسوني ،،، كما نسيتوني وانا حي""""""""",negative
10572,عندما يتذكر المؤمن أن الأمر كُله لله وأن حياته تجري عليها أقدار الله واختياره له.. فحتما سيطمئن قلبه.,positive
10573,النظام اللى مرتضى منصور ماشى به ده انه يمشى مدرب بعد كل ماتش هيخسره  هيودينا فى داهيه  وفى الاخر #الزمالك هينافس الاهلى عل المركز السابع,negative
10574,#DoaaElSebaii دعاء السباعي دودو وبس,positive
10575,#3alahwa   انا  نهي سنفورة القهوة اديرو    :),neutral
10576,@Toty812013 هههههههههههههههههه,positive
10577,سوني C3ولا سوني M2 افضل ؟؟ بلاش فتي :D,neutral
10578,@Nouran_Ali @Yomna_Yasser10 اهم حاجة البورتلاندى أصل لمؤغذة العمود من دول لازم يبقى متيين :D,positive
10579,موتى اخر نقطه ندم جوايا من ناحيتك ..,negative
10580,لما تعتبر حد عايش انه مات دى بتبقى اصعي من موته,negative
10581,#RanaSamahaTeam #ومكملين_المشوار  @ranasamaha9t  مين عايز يسمع رايديو رناااا  http://t.co/wZEYewmheR,neutral
10582,"""@solly_joey بس الحق يتقال breaking bad مسلسل فشيخ بصراحة :\""""D",positive
10583,@sl_889 ههههههه ماشي خقه,positive
10584,"""""""\"""" فقدنا فيك الأمل ، مفيش منك رجا ، رمينا طوبتك من زمان \""""""""""""",negative
10585,#على_ربيع  جاااااامد مالوش حل,positive
10586,"""""""سُئل الحسن البصري رحمه الله : أين تجد الراحة فقال : . سجدة بعد غفلة ، وتوبة بعد ذنب""""""""",neutral
10587,رسمت أحلام .. و عشت أيام  و غنيت الهوى أنغام,positive
10588,الليله ليله عمرناا ♥♥   #3alahwa,positive
10589,@RanaHashem77 @emanelkhatib1  الله يخرب بيتك يامرسي,negative
10590,@mona_gendy وحضرتك بألف صحة وخير ---- وكل أيامك فرحة,positive
10591,#لو_سانتا_كلوز_مصري هيتثبت بليل...,negative
10592,هبتدى انام بدرى بقى واقوم بدرى عشان اذاكر والحوارات دى خرة مش بتيجي معايا سكة -_-,negative
10593,انا باجى على الوقت ده و ببقى عاملة كدة سورى آم نوت سورى,negative
10594,@aheeh777 @dirty0me اكيد طبعا شرف ليكم يا خدم الزوبر,negative
10595,يمكن الرجوله صعبه عليك بس مو ضروري تصير نثيـه !,negative
10596,من اجمل ايام حياتي بجد #كتب_كتابي علي حبيبي,positive
10597,أخاطب الشيب وافاني على صغر.. عجلت أم عادني همي على عجل؟! هذا البياض الذي في مفرقي لغة.. قرأت فيها فصول اليأس والأمل..#أحدث_الليل,negative
10598,"""""""@sheetos46 مش حوار ، هسقطه :D""""""""",negative
10599,"""أنت اعلم يا الله =) http://t.co/1HZxXYr1El\""""",positive
10600,واللي يطنش ....يطنش بكرة يتطنش,negative
10601,@eslambalkemy انا عرفت في ديمسبر 2013ياسوكا وهنهي معاك في ديسمبر 2014,negative
10602,@ahmedgalal_9 كل سنه وانت طيب ياصاحبي وعقبال ١٠٠ سنه ويارب سنه سعيده عليك وتحقق فيها كل احلامك ❤✋ http://t.co/M7h9qqINdk,positive
10603,"""وانا ليه اصحي الساعه ٨ الصبح عشان انزل درس -.- ليه هه ؟ D\"""":",negative
10604,ههههههههههههه #سعيد_الهوا http://t.co/k1N4KdpBEd,positive
10605,الحمد لله على العلامات السريعة القاطعة الشافية!,positive
10606,@teamah77 و ايه المشكله و احنا بلد فشل فيها زويل ونجحت فيها صافيناز,negative
10607,قلبك ملكك متشغلوش باى حد ♥,positive
10608,الاختيار: قصة سيدى الحارث تربيزة خبط بالعقل أغنيةكام واحد لزاب يخت عالقهوة افضل ضيف: زاب ثروت ♥ اشهر زبون لكلوك #3alahwa,positive
10609,"""""""\""""@Tahleel_120: لا إله إلا الله العظيم الحليم، لا إله إلا الله رب العرش العظيم، لا إله إلا الله رب السماوات، ورب الأرض، ورب العرش الكريم،،\""""""""""""",neutral
10610,@arwaalhaj90 معاكي حق .. بس كمدافع بيقطع كرات .. كويس,positive
10611,هو مش بيحبك.. هو حافظ كام كلمه و ماشي يقولها لأي بنت يقابلها...,negative
10612,@mennty_ الحقيقة مبتزعلش :D,positive
10613,#الاختيار :  عمر سمره  يحكي ان  ..افضل قصه الزئبق الاحمر  افضل اغنيه ناس تشبهلنا  اشهر زبون لكلوك القهوه افضل حمله خروفي #3alahwa,positive
10614,@DawlatHussien1 قلب كبير,positive
10615,#3alahwaاحمد جمال بودي جارد القهوه الزئبق الاحمر ناس تشبهلنا  التبرع بالدم,neutral
10616,ساكت من برا .. بس راديو من جوا,negative
10617,@mskhafagi الانتخابات اولا..........الدستوراولا.........النتيجة واحدة,negative
10618,"""بقيت بحس ان الايموشن دا \"""" :D\""""قليل الادب او بيدي ايحائات بكدا !",negative
10619,@AboelZeeeek علي مبارك ابن ميتين الكلب,negative
10620,"""مكنتش اعرف اني بعرف احب بالكميات دي ف نفس الوقت والله .. الواحد بيكتشف قدرات مُريبة جواه. :\""""D",positive
10621,محمد الوحيد اللي معندوش امتحان ونايم بدري.,neutral
10622,الغباء بيجيب ورا بس,negative
10623,تقريباً كده هنام .. سلام,neutral
10624,@marvet3bdelalim @INT_CairoFornia انا ف حقوق اهو يا ميرفت -_-,neutral
10625,@face0book مني السلام على من لست اهواه ولا يمل لساني عن ذكراه فان غاب عيني فالقلب مصدره http://t.co/7Imbqa3Mtr,positive
10626,@AhmedDoda6 عيلة وسخة بس بننجح #قصف_جبهة :D,negative
10627,@Mais_Momani @aliQatawneh20 ههههههههههههههههههههه عحبتني سطر النمل,positive
10628,انا لما مش بلاقي حد اشتغلة .. بقعد اشتغل في نفسي و اضحك :D :D,positive
10629,الليالي غرتك..,negative
10630,ممكن اكون الوحيد المستفاد من 2014 عشان لسبب بسيط جربت فيها كل الحرمات و ريحت دماغي من كل حاجه كان عندي فضول لها,positive
10631,@haeinjoan @katy1kaoutar خلص رح اسامحها .. لأنو حكت الحكي اللي كان نفسي احكيه وما كنت حابة افضح ابتسام بس الحمد لله الله كبير,positive
10632,عادة الناس اللي بيتكلموا عن الفضيلة مش بيملكوها,negative
10633,@3zzara5a بصفتك بنت وفاهمه البنات استفدت منك في معلومه كنت بتجاهلها نفسى يبقى ليا اخت زيك وتفهمني ولما احب واحده تقولي يا حمار اعملها كذا,positive
10634,طب بتقشرو البرتقان ازااااي ! ماسك برتقانه بقالي ساعه مش عارف اقشرها لما شرحتها :D,negative
10635,وانا مهما اقع راح اقوم ٠٠ ودى مسألة مبدأ,positive
10636,لو فضلت مع الناس و العادات و التقاليد و الهبل ده حياتك هتنتهي قبل ما تبتدي !,negative
10637,عليك ان تتعلم جيداً كيف تقفز على رأسِك,neutral
10638,@rema52148616   تم لك  وصباحك عسل,positive
10639,انا اقدم عاصمه للحزن,negative
10640,@abdelrahman799 يارب,positive
10641,@ayamohamed9926 هتتحاسبى على اى استخدام خارج فيس بوك و تويتر وواتس آب ب 25 قرش للميجابايت الواحده  Zahran,neutral
10642,حتى الحشيش بيقلب المواجع و بقى يطلب بنكد,negative
10643,@SaddamHkhatib  ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه  خلص وانت بخير  وبنحكي  كمان ههههههههه,positive
10644,صوتها بيوهب قلبي حياة ♪♬,positive
10645,@Marina_maher_ انا بمتحن ✋,neutral
10646,قرارت حاسمه ع 2015  شخص لا يعتمد عليه @AhMedhassaNJuv  مكنتش عايز تعزمه يا ظالم,negative
10647,"""""""@DrHelbawy  طبعا ، دي كانت تبقى كارثة چينية""""""""",negative
10648,http://t.co/sjxhpa1o3Kالرقابه الصحيه توفر نفقات الدواء والعلاج التى تعجز الحكومه عن تدبيرها لكل المصريين / مقالى بالجمهوريه السبت٢٧=١٢,neutral
10649,@khalednegm @014_safy نعم يا ريس لكن الكثير من الناس سوف يستغل هذا اللفظ خطأ لاننا صرفنا ارباح هذه الاموال للعملاء طوال هذه الفتره.,negative
10650,@Malekbatainehm  حبيت هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,positive
10651,"""\""""@rody_sobhy: \""""@abdelradyabasy: النملة أصغر وللا البرغوت؟ _التمر حنة\"""" القملة\"""" السمسمة؟",neutral
10652,@kfourywael الله يوفقك وتوصل لاعلا مرحلة بالدني..بتستاهل كل الخير ..لانك وائل وبكفي انك وائل..لك بعشقكككك,positive
10653,@388leen الحقيقه بدت مثل الخيال هو عدوي واذكا حبيب  كل ماقفيت ناداني تعال لذه الحب في الشيء القليل,positive
10654,@AliEngmohammed8 للاسف ماعندي علم,negative
10655,@Tota_Mee @r5oka @SamaRagab ههههههههههه كل دول عيالى اصﻻﻻﻻﻻﻻ :D,neutral
10656,فقت من نوم اغني شو اخبارك لنوال الزغبي مع ان مش وقتها بس حبيتها.,positive
10657,@AhmedMekhamer  لا بالعكس الباثولوجي انا كنت بحبها ..,positive
10658,@hobaasha غرد وقت الذروه ليتمكن اكبر عدد من المتابعين من مشاهدتها ماهو اربعه الفجر ماحد حولك,neutral
10659,@sunuae178 برضو مش فاهم لول معلش مسطلة مع ديني,neutral
10660,@Anon_Force تمام  انا محتاجة النسخة الكاملة من اكتاب ضروري,neutral
10661,@AliEngmohammed8 فندق اتلانتس,neutral
10662,سألوا العرص : هل تعلم نسبة البطالة في مصر ؟؟؟ قال : المصريين كلهم أبطال !!!..اعم مش فاضى انا بحارب الارهاب... المختمل تحيا ماسر ...,negative
10663,شاي و بسكويت للمره الرابعه علي التوازي ..^_^,neutral
10664,* ينهمر ف البكااااااااااء مره اخري *,negative
10665,وزير داخليةالانقلاب بيقول: نعيش عصرا ذهبيا لتكاتف القضاء مع الشرطة والجيش و الاعلام ! ..و الشعب مش هيتكاتف و الا هايتضرب على قفاة بس ياحول؟,negative
10666,"""عيش على مبدأ \"""" اللهم نفسي \""""",negative
10667,#مينفعش تنزل دمعه علي حد لانك لو ليك قيمه عندو مش هيوصلك انك تعيط,negative
10668,@Roro_224 والله انا كتبها عشان كدة . برافو عليكي :D,positive
10669,@AleyKhSoliman هاهاها يا عم ماشى دول 15 قرش,neutral
10670,انا كنت متخلف وقذر لما كنت بسمع #للكوجر داا ايه الكلاام الى بيقولو دا وايه الطريقه الزفت دى مش عاارف كنت بسمعو ازااى,negative
10671,@missbala7a سبق و تم هذا الامر,neutral
10672,كلية كلبة جدا !!,negative
10673,@Amina_Fouad3 امينة كنت عاوزة نمرتك دى ام,neutral
10674,@Mansour_Mortada حرااااااام الظلم التحكيمي الفاجر ده,negative
10675,@TheMurexDor نتمنى تكون الفنانة رنا سماحة من ضمن المرشحين بليززززز http://t.co/4OOXaqtNvH,positive
10676,@batota305 مش عارف بصراحه انا مجربتش,neutral
10677,"""ان حد ميت يوحشك و تفضل تفتكر مواقف ليه معاك تضحك لحد ما تدمع :\"""")",negative
10678,مبسوط,positive
10679,@ali_h352 كل سنة وانت طيب طيب نؤجل التهنئة ليوم 23 ابريل يوم مولدي .. ينفع ؟؟,positive
10680,إنت عارف ليه بحبك ليه و حبك ليه بيحلالي علشان بتكون عاشق مجنون و حبك ليا مالي الكون و بتبقى بريء ساعات و جريء ولا قلبي عليك بيهون,positive
10681,سبتك تعيش بعدى الحياة,positive
10682,@MohamedHassanC7 وعليك قبلنا يانجم النجوم ياعندليب الحب والاحساس,positive
10683,@ali_h352 ياباشا انا تحت امرك بس انت قول جزر هاتلاقيني :))  خلينا بعد 7 يناير علشان الزحمة,positive
10684,@laith_official ليثووووووووووووو شرف تويتر #LaithAbuJoda,positive
10685,من غير ما تتكلمي مدى العيون سلمي,positive
10686,صوتك ده ايه الله عليه ملايكة بيغنوا ...,positive
10687,@Zeidey @Dsherif2015 حسبى الله ونعم الوكيل فيك سيسى,negative
10688,@sami2727 @samo_libya_samo لا هذا الشعب مش بشاير فبراير,neutral
10689,@SOoMemE يا حاج فوزي مسا مسا و لا يهمك  خودي الاكونت كله اصلاً,positive
10690,الخير جاي http://t.co/gwwiqCDyll,positive
10691,@BanaShawakfeh انا بحكي طرمس -.- و كل جبل القصور بحكوا طرمس -.-,neutral
10692,@DowGege واو زيكو وبيتى قمرااات ربنا يحفظهم  #زكي_شريف  #IbtissamTiskat  #ابتسام_تسكت  #ZakiChreifinNewYear,positive
10693,تفتح التلفزيون تطلع لك خميس الحديدى  #قصة_قصيرة_مرعبة,negative
10694,@ElMa_SrY @3abdo_Sala7 لما اشوفك,neutral
10695,@anticuop مين الناس دي,neutral
10696,"""""""@adham922 @Altabtabie  اذا بتنحاز تماما لهم، نحاز فيهن ع فلسطين وحرر بلدك يا بطل مش تكونو اعداء لدولة احتضنتكن لعشرات سنين واكلتو من خيراتا""""""""",negative
10697,"""""""اللهم اكتب لي ماهو خير لي ، وارضني به.""""""""",positive
10698,@Hudagargoum يستر الله .. ماطلعتوش من بنغازي,neutral
10699,خلي لنفسك حدود لا انت وﻻ غيرك يتعدوها !!,neutral
10700,@Nboush هكونا متاتا ايام البرائه,positive
10701,"""""""مفيش مُتابعه الشهر ده ولا الشهر اللى جاى ، و ياريت متتعولقش اكتر من كده""""""""",negative
10702,@SaRaLaAnAyA ههههههة رنا سماحة اللي صوتها مش واو صفحتها معدية المليون و في الاحسن منها لليليا عدت الربع مليون بالعافية عمرها ما كانت بالايك,negative
10703,@n_vampay @ahmadbakr وايه الى ميخلكيش تدخلى صيدلة؟,neutral
10704,يا ملكه انا اشرف من الاردن,neutral
10705,@a7md_aldhfeeri سعيد لا دفاع ولا هجوم بس اوت تكملة عدد للفريق,negative
10706,"""""""من يحبّك حقاً لن يجرؤ على مرور الوقت بدونك ، سَ يحن ، سَ يشتاق ، سَ يتألم ، سَ يصّنع المستحيل ليحادثكَ !""""""""",positive
10707,انا زهقت اوي و الله ... احيه ؟! .. كل ما اذاكر حاجه !!!!! انسي التانيه ... #هنلعب_ولا_ايه  #امتحانات,negative
10708,@MagedSaleh مش هتاخد تلت ساعة,neutral
10709,@Tofitom @Sugar_Sue83 هههههههههههههه حبيبي انا اقدر علي زعلك والله مقدر,positive
10710,اڤاتار منار حلوه فعلاً والايموشن بتاعها ده معبر اوي ✋,positive
10711,الدونيا سيرك و مسرحيه و ناس كتير عينيها عليا :(,negative
10712,ينشبك حلمك بحلمي.,neutral
10713,@princesshoba49 @Nehal_DL @bayan94937472 @oshahappy هاتووولي رقم دعاء حااااااااالا لازم تاخدوا نصيبكوا #LaithAbuJoda #DoaaElSebaii,neutral
10714,الناس الى روحنا تشبه روحهم &lt;3,positive
10715,مش لازم كل القريبين منك يعرفوا كل كبيرة وصغيرة عنك في حاجات لازم تحتفظ بيها لنفسك بس.,neutral
10716,بتصعب عليا الناس الي عندي الي ف كليه الي مش فاهمين حاجه ف المزيكا وبيعدوا وبيعشوا حياتهم عشان يبقوا مدرسين موسيقي ف الاخر,negative
10717,#بتمنى_ب2015 نعرف قيمة بلدنا,positive
10718,كلنا هذا الشخص المتنيل على عينه ... #prt,negative
10719,@alaghaarts9  الله يكثر من أمثالك,positive
10720,@Marwa_Maroosh @oshahappy @bayan94937472 @princesshoba49 @Nehal_DL يا حبيبتشي يا مروة #LaithAbuJoda #DoaaElSebaii,positive
10721,"""عيوبنا مش بنخبيها\""""\""""\""""\""""غلاططنه و بنفتخر بيه مش مكسوفين ولاندمنين عيشت الحرام سايقين فيها.!",negative
10722,@youm7 ايد ه تقيله معلش,negative
10723,@a7bk_7eell   موحرام عليك الحين وين اللآقي جبهتي بالله,negative
10724,الحب لا يعرف سن ولا ملة ولا زمن ولا ظروف الحب مساحة شاسعه خارج حدود المنطق !,positive
10725,#لو_سانتا_كلوز_مصري كان هيجيب هدايا رخيصة للفقرا ويجامل بالهدايا الغالية اﻻغنياء,negative
10726,ياجدعان المحاسبة دى بنت وسخة والله,negative
10727,عااااااااااااااااااا فيلمى من  اجل امراة,neutral
10728,@godymohmed نفسى مره واحده اشوف الريتويت قد الفيفوريت نفسى يااارب يسمعوا الكلام  شيرين يحيى  #ShereenYehia,neutral
10729,"""""""خل المشاعر تنام وبالها خالي ، محدٍ سواك انت .. ضحكها و بكاها  لحالي ووقتي الحالي مهو حالي  والذكريات الثقيلة .. كيف بنساها !""""""""",positive
10730,انتوا ازاى قدرتوا تحدوا من النسل فى البلد المهم العميد دا رد عليه بيقوله احنا نقصنا بنسبه 300 مليون نسمه فى خلاص 3 سنوات الاخ...,negative
10731,فلا تحْسبي أني على البُعدِ نادمٌ ولا القلبُ في نار الغرام معذَّبُ وقد قلتُ إنِّي قد سلوتُ عَن الهوى ومَنْ كان مثلي لا يقولُ ويكْذبُ,negative
10732,لقد هرمنا من اجل هذه اللحظه .. هنسقط يا موزه :D :D @MazinSharkawi,negative
10733,@youm7 هذا الفاشل تخرج بنظام التحسين اختراعك,negative
10734,بحلم بيك أنا بحلم بيك تارارا را رام,positive
10735,@EskandarAdam طبعاااااا ♥,positive
10736,* صوت صرصور الحقل *,neutral
10737,المشكلة مش بس في اني علق لا الموضوع تتطور وبقيت بوهم نفسي اني هانتفض وهاخلص مذاكرة قبل الامتحان وهانجح كمان.كسم خيالي الواسع ياعني,negative
10738,آمبارح كنت بقول لو آفترقنا طول حياتي دي نهايتها .. وآنهارده بقيت بقول موش عايز حد قدامي يجيب سيرتها ..,negative
10739,كُـنت نفسـك .. تبـني دُنـيااا .. طعـم تااني و حـاجة تـانية,positive
10740,لو فعلا عايز تبدأ صفحة جديدة ف حياتك لازم تبطل تقرا في الصفحة القديمة,neutral
10741,صباح الخير على كل الموجودين فيه حد ندردش معاه او معاها,positive
10742,"""""""فَلِيطمَئن قلبك، انك بيَن عينايِ وَداخلي ❤️""""""""",positive
10743,ثم اني اتوه اذا نظرتُ لعينيك رغماً عن ثباتي.♡,positive
10744,@Dinaelhamaqy  كل واحد غنى اغنيه وهى ما غنتش اغنيتها بس طبعا كانت كيوت هى ومينا وشيرين بس الحقينى بالينك تاهه منى #DoaaElSebaii دعاء السباعي,positive
10745,@youm7 عار ان نجد هذا التدني المطلوب سرعة التحقيق ولوثبت ادانه يكون الفصل,negative
10746,هوا مفيش حد صاحى غيرى انا ولا ايه,neutral
10747,أللهم إغفر لنا ولجميع أمة المسلمين واشفي مرضانا ومرضى جميع المسلمين وانصر أهلنا في الشام وفلسطين والعراق واليمن وسائر بﻻد المسلمين,positive
10748,@AbuEla7NaF اومال لونها فاتح كده ليه السكر مفتحها ياعم حاطط معلقة سكر او اكتر,neutral
10749,كلمه واحده .. يوم واحد .. تصرف واحد .. صدفه واحده .. ممكن تغيرك كتير ..!!,neutral
10750,ماده لما تحتاجها مش هتلاقيها ...,negative
10751,@EskandarAdam و اغانى تانيه بس مش فاكرة حاجة غير دلوقتى :D,neutral
10752,للأبد بكذب وبحكي بكره بصحى الصبح بكير بدرس,negative
10753,@double_fake123 يا بت ميتين اللبوة .. ابعتيلى رقمك دى ام,negative
10754,من احبك بصدق .. ابعد عنك كل ما يجرحك ❤️,positive
10755,"""""""\""""@EakotSs: ولا تكونوا كالذين نسوا الله فـ أنساهم   انفسهم ، استغفر الله العظيم واتوب اليه .\""""""""""""",neutral
10756,"""""""كل شيء تحب أن تحصل عليه يجب عليك أن تدفع ثمنه ، والثمن هو دائماً العمل ، الصبر ، الحب ، التضحية في سبيل تحقيقه .""""""""",neutral
10757,ناس هتصحى وناس هتنام,neutral
10758,@Sokkaw القصة مسليه فشخ,positive
10759,@mostafaemam_7 @MelBanna_ يا ديني ع الضييييييييييحك  هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,positive
10760,#الوطن   علاء الغطريفى يكتب: عن التعذيب أتحدث..!!  http://t.co/c5QK1KvMNf,neutral
10761,همس الكلام واصل :)),positive
10762,@Azkrona هههههههههههههههههه معلش انا هخلكى تكلمى زى الحمار كده وزى الغله لى بتشجعهاا مش هرد عليكى عشان انتى محروق دمك يعنى ههههههههههههههه,negative
10763,بسرعه الي من تبوك تجي,neutral
10764,لما تتحقق أحلامك ماتنساش تدفع ديونك القديمة,neutral
10765,سلمي صاحية بتهيب ايه ؟؟؟؟؟؟؟؟,negative
10766,اللهم أغننا بحلالك عن حرامك وبفضلك عمن سواك,positive
10767,سكايب كول مع ظاظا تلت ساعات ونص عشان نخلص سكشن تمانية prolog وهنام وش الصبح  #قحة #prologo  #paractical http://t.co/Jygnp4jxXR,negative
10768,"""""""حابب تعبى لانه عشانك ، راضية بغلبى لانه معاك ♥""""""""",positive
10769,“@ksa__job: فنيه تمريض بخميس مشيط ابي بديله لمنطقه تبوك #وظائف #توظيف http://t.co/ThOXeRv8Ps”,neutral
10770,"""""""ركعتين لله في هذا الوقت ، لعل ربي يستجب دعائكم""""""""",positive
10771,يااارب انا امنيةي حياتى ابقى #مشهوور والناس تتصور معايا #يااارب فرحه من عندك,positive
10772,@mosarqah ههههههه ربي يسعدك,positive
10773,@syria_al_asad ياريت بني زيد كلها تنباد حاج تعبنا,negative
10774,@emoo_wahba  ايوه بقى يا سلام على الكلام,positive
10775,@RaNa_Z1911 ولا بيفرق اي حد الكاميرات عليه بيتكلم ويقول ويعيد ويرجع يكدب والاعلام لمؤاخذه بيعرض عليه :/,negative
10776,حضرتك شايف 2015 هتبقي ازاي ؟!  انا : http://t.co/A85012kbHU,neutral
10777,(حَافِظُوا عَلَى الصَّلَوَاتِ وَالصَّلَاةِ الْوُسْطَىٰ وَقُومُوا لِلَّهِ قَانِتِينَ) [سورة البقرة : 238],neutral
10778,@Azkrona @hhe600 @nourtoumi9944 @7moodyx3 احسن من البغله هى وامهاا لى مش عارفه تربيهاا كويس,negative
10779,@Dinaelhamaqy هههههههههههههههههههه مسخره هههههههه موتنى ضحك,positive
10780,@shereen_hussen تسلملي يا شيري انتي الاحسن يا جميله وان شاء الله سنة سعيده علينا جميعا ❤❤,positive
10781,عملتلي ريتويت اذاً هي جميله *.*,positive
10782,"""""""@zeiadzaf1 الحب الحب، الشوق الشوق""""""""",positive
10783,القضاه عاوزين يتعالجوا  و يتفسحوا من جيوب المواطنين .. اخص على شرفكم,negative
10784,@Azkrona @hhe600 @nourtoumi9944 @7moodyx3 @mero74092116 بلطجية هههههه طب خدى بلطجية ف ايدك وعلى اقرب اسم شرطة وقدمى بلاغ يامعفنة ههههههههههه,negative
10785,@m_alsanusi فيلم مسدسات شكله,neutral
10786,@ww52227 @toot___11 الرسول الاكرم محمد صلى الله عليه وسلم سؤل عن سبب صيام يوم الاثنين فقال يوم ولدت فيه فكان يعظم يوم ولادته بالصيام لله,neutral
10787,صبح.الورد.لكل.موجدين,positive
10788,@11h_n @Jifri_lovers @alnrjseygmailco @ahmed_mfarg ابدا التصوف الحق هو العمل بطاعة الله مع العلم وهو الاسلام بعينه,positive
10789,@ThMido باك,neutral
10790,"""""""@Mobily1100   صباح الخير ، ممكن استفسار عن مشكلة با اتصال الانترنت .. ارجو اضافتي ل ارسال الاستفسار على الخاص . ودمتم ☀️""""""""",neutral
10791,"""""""\""""@MustafaHosny: يـا رب اعطنا من الخشية ما نبكي به على ذنوبنا، ومن الثقة بك ما نواجه به صعاب الدنيا مبتسمين\""""  ♥""""""""",positive
10792,@fofofrolh1 بوركتم,positive
10793,@meet_otaku_otak ارجو ان نستمتع بمتابعت بعضنا http://t.co/y3BNJAy2s8,positive
